source_id,raw_entity_name,raw_geo_code,candidate_iso3,final_iso3,iso3_resuelto,country_name_canonical,entity_type_final,match_method,confidence_score,action,review_status,reviewer,review_date,evidence,notes
microsoft,Gabon,,GAB,GAB,GAB,Gabon,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Gabon; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Egypt,,EGY,EGY,EGY,Egypt,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Egypt; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Honduras,,HND,HND,HND,Honduras,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Honduras; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Nepal,,NPL,NPL,NPL,Nepal,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Nepal; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Senegal,,SEN,SEN,SEN,Senegal,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Senegal; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Indonesia,,IDN,IDN,IDN,Indonesia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Indonesia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Tunisia,,TUN,TUN,TUN,Tunisia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Tunisia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Zambia,,ZMB,ZMB,ZMB,Zambia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Zambia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Algeria,,DZA,DZA,DZA,Algeria,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Algeria; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Cote D'Ivoire,,CIV,CIV,CIV,Cote D'Ivoire,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Cote D'Ivoire; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Bolivia,,BOL,BOL,BOL,Bolivia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Bolivia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Iraq,,IRQ,IRQ,IRQ,Iraq,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Iraq; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Paraguay,,PRY,PRY,PRY,Paraguay,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Paraguay; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Morocco,,MAR,MAR,MAR,Morocco,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Morocco; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Gambia,,GMB,GMB,GMB,Gambia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Gambia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Thailand,,THA,THA,THA,Thailand,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Thailand; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Nicaragua,,NIC,NIC,NIC,Nicaragua,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Nicaragua; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Iran,,IRN,IRN,IRN,Iran,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Iran; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Pakistan,,PAK,PAK,PAK,Pakistan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Pakistan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Angola,,AGO,AGO,AGO,Angola,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Angola; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Madagascar,,MDG,MDG,MDG,Madagascar,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Madagascar; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Malawi,,MWI,MWI,MWI,Malawi,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Malawi; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Mozambique,,MOZ,MOZ,MOZ,Mozambique,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Mozambique; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Benin,,BEN,BEN,BEN,Benin,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Benin; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Burkina Faso,,BFA,BFA,BFA,Burkina Faso,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Burkina Faso; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Ghana,,GHA,GHA,GHA,Ghana,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Ghana; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Guinea,,GIN,GIN,GIN,Guinea,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Guinea; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Guinea-Bissau,,GNB,GNB,GNB,Guinea-Bissau,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Guinea-Bissau; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Liberia,,LBR,LBR,LBR,Liberia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Liberia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Mali,,MLI,MLI,MLI,Mali,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Mali; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Mauritania,,MRT,MRT,MRT,Mauritania,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Mauritania; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Niger,,NER,NER,NER,Niger,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Niger; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Nigeria,,NGA,NGA,NGA,Nigeria,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Nigeria; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Sierra Leone,,SLE,SLE,SLE,Sierra Leone,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Sierra Leone; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Togo,,TGO,TGO,TGO,Togo,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Togo; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Lesotho,,LSO,LSO,LSO,Lesotho,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Lesotho; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Myanmar,,MMR,MMR,MMR,Myanmar,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Myanmar; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Ukraine,,UKR,UKR,UKR,Ukraine,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Ukraine; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,French Guiana,,GUF,GUF,GUF,French Guiana,territory_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=French Guiana; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Guyana,,GUY,GUY,GUY,Guyana,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Guyana; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Suriname,,SUR,SUR,SUR,Suriname,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Suriname; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Venezuela,,VEN,VEN,VEN,Venezuela,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Venezuela; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Belarus,,BLR,BLR,BLR,Belarus,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Belarus; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Kyrgyzstan,,KGZ,KGZ,KGZ,Kyrgyzstan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Kyrgyzstan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Kenya,,KEN,KEN,KEN,Kenya,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Kenya; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Russia,,RUS,RUS,RUS,Russia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Russia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Cameroon,,CMR,CMR,CMR,Cameroon,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Cameroon; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Central African Republic,,CAF,CAF,CAF,Central African Republic,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Central African Republic; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Chad,,TCD,TCD,TCD,Chad,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Chad; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Congo,,COG,COG,COG,Congo,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Congo; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Congo (DRC),,COD,COD,COD,Congo (DRC),country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Congo (DRC); score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Haiti,,HTI,HTI,HTI,Haiti,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Haiti; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Zimbabwe,,ZWE,ZWE,ZWE,Zimbabwe,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Zimbabwe; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Papua New Guinea,,PNG,PNG,PNG,Papua New Guinea,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Papua New Guinea; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Syria,,SYR,SYR,SYR,Syria,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Syria; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Bangladesh,,BGD,BGD,BGD,Bangladesh,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Bangladesh; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Burundi,,BDI,BDI,BDI,Burundi,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Burundi; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Eritrea,,ERI,ERI,ERI,Eritrea,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Eritrea; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Ethiopia,,ETH,ETH,ETH,Ethiopia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Ethiopia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Somalia,,SOM,SOM,SOM,Somalia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Somalia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,South Sudan,,SSD,SSD,SSD,South Sudan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=South Sudan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Sudan,,SDN,SDN,SDN,Sudan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Sudan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Tanzania,,TZA,TZA,TZA,Tanzania,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Tanzania; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Uganda,,UGA,UGA,UGA,Uganda,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Uganda; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Laos,,LAO,LAO,LAO,Laos,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Laos; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Armenia,,ARM,ARM,ARM,Armenia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Armenia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Sri Lanka,,LKA,LKA,LKA,Sri Lanka,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Sri Lanka; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Uzbekistan,,UZB,UZB,UZB,Uzbekistan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Uzbekistan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Rwanda,,RWA,RWA,RWA,Rwanda,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Rwanda; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Cuba,,CUB,CUB,CUB,Cuba,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Cuba; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Afghanistan,,AFG,AFG,AFG,Afghanistan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Afghanistan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Tajikistan,,TJK,TJK,TJK,Tajikistan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Tajikistan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Turkmenistan,,TKM,TKM,TKM,Turkmenistan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Turkmenistan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Cambodia,,KHM,KHM,KHM,Cambodia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Cambodia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
