variable_matriz,bloque_tematico,n,pct_complete,mean,median,std,mad,min,p05,p25,p75,p95,max,iqr,skewness,kurtosis,suggest_log_transform
wipo_in_4_1_score,tech_infrastructure_control,141,70.85,29.93867,27.961553,19.744418,14.22304,0.0,2.799215,14.179649,43.552713,66.47,92.559341,29.373065,0.6082,-0.2141,False
wipo_in_4_2_1_score,tech_infrastructure_control,88,44.22,21.539824,12.275406,23.489168,8.984481,0.0,1.27349,6.324722,28.610268,80.136381,100.0,22.285546,2.0004,3.9151,True
wipo_in_4_2_2_score,tech_infrastructure_control,129,64.82,16.005101,5.840467,22.814075,4.396785,0.0,0.500215,2.477312,20.540149,65.958948,100.0,18.062836,2.2142,4.5971,True
wipo_in_4_2_3_score,tech_infrastructure_control,121,60.8,6.607471,1.214038,14.572895,1.158155,0.0,0.006064,0.205574,6.028243,31.175194,100.0,5.822669,3.9945,18.5791,True
wipo_in_4_2_4_score,tech_infrastructure_control,125,62.81,7.904123,3.414042,12.751656,2.869647,0.0,0.122573,1.068918,9.22942,31.608294,100.0,8.160502,3.9013,21.4385,True
wipo_in_4_2_5_score,tech_infrastructure_control,116,58.29,18.303416,5.97159,25.916114,4.893907,0.0,0.640089,1.993945,23.374697,88.999287,100.0,21.380752,1.9062,2.8739,False
wipo_in_4_2_score,tech_infrastructure_control,132,66.33,12.761808,5.598931,15.221915,4.384641,0.117656,0.562442,2.322774,19.07371,46.759697,65.270232,16.750935,1.5859,1.7724,False
wipo_in_4_3_1_score,tech_infrastructure_control,140,70.35,69.513814,81.503881,26.544242,11.084169,0.0,9.569232,54.321168,89.551469,94.660705,100.0,35.230301,-1.0777,0.0908,False
wipo_in_4_3_2_score,tech_infrastructure_control,120,60.3,76.133819,83.620901,22.163374,11.600374,0.0,31.214641,65.175237,91.966193,97.661944,100.0,26.790957,-1.6666,2.9016,False
wipo_in_4_3_3_score,tech_infrastructure_control,141,70.85,52.37982,52.334365,18.053272,12.487144,0.0,26.955984,39.613645,64.092852,80.278746,100.0,24.479207,-0.1514,0.4502,False
wipo_in_4_3_score,tech_infrastructure_control,141,70.85,64.391843,68.275669,18.132167,11.766808,10.055189,30.794409,52.376989,78.532388,87.247636,94.552737,26.1554,-0.7375,-0.1384,False
wipo_in_4_score,tech_infrastructure_control,141,70.85,36.253927,35.386266,13.873337,8.290895,6.009651,14.567556,27.317572,44.800616,59.487752,75.034915,17.483044,0.2927,-0.2723,False
wipo_in_5_1_1_score,tech_infrastructure_control,134,67.34,37.479816,32.726712,23.96187,19.104946,0.0,3.736936,17.146974,58.897137,75.845594,100.0,41.750163,0.3452,-0.8894,False
wipo_in_5_1_2_score,tech_infrastructure_control,135,67.84,42.681301,40.789929,30.299316,26.849076,0.0,1.996084,14.213436,66.56056,94.038941,100.0,52.347123,0.297,-1.1065,False
wipo_in_5_1_3_score,tech_infrastructure_control,140,70.35,43.104732,36.105024,27.575696,19.78234,0.0,11.524536,18.894297,61.874165,90.748859,100.0,42.979868,0.5191,-0.9864,False
wipo_in_5_1_4_score,tech_infrastructure_control,106,53.27,17.376556,7.8157,21.980083,7.574482,0.0,0.05851,1.245603,25.64209,61.421954,100.0,24.396487,1.6746,2.6307,False
wipo_in_5_1_5_score,tech_infrastructure_control,135,67.84,36.030729,35.53591,27.945685,25.498526,0.0,0.891496,8.507258,57.659335,80.241647,100.0,49.152078,0.3284,-1.0065,False
wipo_in_5_1_score,tech_infrastructure_control,141,70.85,37.81532,35.347622,13.854239,8.989175,9.182798,19.686275,27.413377,45.213935,62.088475,85.044032,17.800558,0.6741,0.2214,False
wipo_in_5_2_1_score,tech_infrastructure_control,140,70.35,20.205742,12.660751,20.829345,8.09702,0.0,1.684741,5.991896,23.512959,60.470459,100.0,17.521063,1.7693,2.859,False
wipo_in_5_2_2_score,tech_infrastructure_control,136,68.34,37.374453,35.028878,18.790563,12.998642,0.0,9.865362,24.004354,52.652358,66.851118,100.0,28.648004,0.3551,-0.1439,False
wipo_in_5_2_3_score,tech_infrastructure_control,134,67.34,38.364632,31.705866,27.993623,17.501321,0.0,3.894984,14.938448,54.762888,95.028409,100.0,39.82444,0.7092,-0.5795,False
wipo_in_5_2_4_score,tech_infrastructure_control,140,70.35,48.462565,44.422508,24.036925,16.708826,0.0,9.050035,30.996622,69.68799,89.043223,100.0,38.691368,0.1438,-0.7485,False
wipo_in_5_2_5_score,tech_infrastructure_control,141,70.85,8.021455,0.715611,15.312131,0.715611,0.0,0.0,0.0,7.222081,39.153933,100.0,7.222081,2.8232,10.0151,True
wipo_in_5_2_score,tech_infrastructure_control,141,70.85,29.459936,24.3257,18.389688,9.201963,0.255436,6.494686,16.047655,37.667342,67.449973,80.647081,21.619686,0.8952,-0.0094,False
wipo_in_5_3_1_score,tech_infrastructure_control,141,70.85,16.188925,13.26094,16.000513,8.923014,0.0,0.0,4.337925,21.989457,43.899882,100.0,17.651531,1.9552,5.676,False
wipo_in_5_3_2_score,tech_infrastructure_control,139,69.85,27.743716,23.790409,18.475655,7.743955,0.0,6.704124,16.502849,32.501679,68.029115,100.0,15.99883,1.8087,4.0152,False
wipo_in_5_3_3_score,tech_infrastructure_control,141,70.85,20.6524,17.518614,17.177829,8.946105,0.0,2.958969,8.126173,26.03849,50.001053,100.0,17.912317,1.9826,5.5827,False
wipo_in_5_3_4_score,tech_infrastructure_control,140,70.35,47.261065,44.694265,15.18075,4.415609,0.0,28.208283,41.18917,49.992743,73.520515,100.0,8.803572,0.9913,4.4113,False
wipo_in_5_3_5_score,tech_infrastructure_control,90,45.23,37.775988,37.677236,29.879989,28.801321,0.0,0.612805,7.549957,62.701423,89.577556,100.0,55.151466,0.3068,-1.1724,False
wipo_in_5_3_score,tech_infrastructure_control,141,70.85,28.860248,26.354462,11.091328,7.223335,10.71776,15.040733,20.53866,35.977163,49.625323,63.680442,15.438502,0.7854,0.0254,False
wipo_in_5_score,tech_infrastructure_control,141,70.85,32.045168,27.959024,12.381105,6.125919,10.20493,17.77593,22.815481,38.156051,55.958587,65.902816,15.34057,0.9482,0.0385,False
wipo_in_score,tech_infrastructure_control,141,70.85,38.400752,36.514777,13.149764,8.92692,17.226613,20.801782,27.684836,47.061906,62.674552,68.745495,19.377069,0.5384,-0.6691,False
wipo_industdes_score,ecosystem_outcome,121,60.8,15.740449,6.223413,22.775741,5.383157,0.0,0.186929,1.856126,16.393277,74.015116,100.0,14.537151,2.1598,4.1811,True
wipo_intelproppay_score,tech_infrastructure_control,125,62.81,19.886887,13.863099,21.783114,10.844517,0.0,0.092652,4.238995,26.150655,63.527598,100.0,21.911661,1.8397,3.5594,False
wipo_intelproprec_score,tech_infrastructure_control,114,57.29,15.748548,3.150365,28.00426,3.053763,0.0,0.032344,0.604529,9.412005,93.100197,100.0,8.807476,2.072,3.0206,True
wipo_isoenv_score,tech_infrastructure_control,132,66.33,13.493276,6.239629,18.442982,5.226907,0.0,0.407331,1.556234,15.262504,59.226303,100.0,13.70627,2.1087,4.4692,True
wipo_isoqual_score,tech_infrastructure_control,132,66.33,17.169876,9.341076,20.532912,7.11329,0.0,0.710683,3.434057,20.768808,56.883381,100.0,17.334751,1.9187,3.5932,False
wipo_jvstratall_score,tech_infrastructure_control,127,63.82,15.883212,7.319788,21.056705,4.634596,0.0,1.47754,3.623817,15.88405,64.895592,100.0,12.260233,2.1347,4.0669,True
wipo_knowintsemp_score,tech_infrastructure_control,124,62.31,40.782467,36.561372,24.967107,19.434329,0.0,2.805811,20.240132,59.661651,82.237826,100.0,39.421519,0.2954,-0.8689,False
wipo_logperf_score,tech_infrastructure_control,125,62.81,44.751672,37.422551,25.182703,15.144533,0.0,12.060617,24.704378,61.706521,90.433891,100.0,37.002143,0.5093,-0.8033,False
wipo_markcap_score,tech_infrastructure_control,75,37.69,20.300988,13.77097,20.284552,8.080953,0.0,1.567313,7.436995,26.95727,56.469241,100.0,19.520275,2.1672,5.3312,True
wipo_microloan_score,tech_infrastructure_control,83,41.71,19.212453,5.512024,29.719795,5.427647,0.0,0.015483,1.257473,25.610441,100.0,100.0,24.352968,1.8907,2.2991,False
wipo_natfeatfilm_score,tech_infrastructure_control,108,54.27,18.342089,11.131413,20.872303,9.032102,0.0,0.547095,3.56575,24.312678,60.939901,100.0,20.746928,1.9521,4.134,False
wipo_newbus_score,tech_infrastructure_control,121,60.8,13.884934,5.741107,18.537676,4.779811,0.0,0.341234,2.133693,16.815154,60.086632,100.0,14.681461,2.22,5.2035,True
wipo_out_6_1_1_score,ecosystem_outcome,140,70.35,17.162028,11.52954,19.148663,8.751798,0.0,0.376889,3.899761,22.067924,57.643676,100.0,18.168163,1.9529,4.2774,False
wipo_out_6_1_2_score,ecosystem_outcome,125,62.81,14.362963,3.070959,22.670061,3.070959,0.0,0.0,0.512273,19.396733,68.454326,100.0,18.884461,2.0071,3.4461,True
wipo_out_6_1_3_score,ecosystem_outcome,88,44.22,15.586077,4.779145,22.566982,4.779145,0.0,0.0,0.808085,24.422489,57.22182,100.0,23.614405,2.1618,4.86,True
wipo_out_6_1_4_score,ecosystem_outcome,141,70.85,27.168472,19.920063,23.137543,12.234399,0.0,2.340848,10.22514,38.168371,79.792475,100.0,27.943231,1.136,0.5114,False
wipo_out_6_1_5_score,ecosystem_outcome,141,70.85,20.070108,11.378446,21.988694,7.318296,0.0,1.60401,4.711779,28.320802,70.275689,100.0,23.609023,1.7059,2.4153,False
wipo_out_6_1_score,ecosystem_outcome,141,70.85,19.442848,12.938514,17.321039,8.230546,0.342343,1.631553,6.599816,27.197355,56.876466,70.299782,20.597539,1.1639,0.4749,False
wipo_out_6_2_1_score,ecosystem_outcome,139,69.85,49.234777,50.012568,17.505113,9.387343,0.0,16.449928,39.93937,59.100412,79.515048,100.0,19.161042,-0.1541,0.7772,False
wipo_out_6_2_2_score,ecosystem_outcome,140,70.35,14.072718,0.0,26.565676,0.0,0.0,0.0,0.0,16.29005,81.130764,100.0,16.29005,2.1078,3.4866,True
wipo_out_6_2_3_score,ecosystem_outcome,139,69.85,18.429813,15.79878,16.741735,10.575688,0.0,0.952982,4.266726,25.648669,48.901183,100.0,21.381943,1.4092,2.9429,False
wipo_out_6_2_4_score,ecosystem_outcome,137,68.84,26.506548,20.975272,22.547907,15.86759,0.0,1.176128,6.92564,41.870876,70.089379,100.0,34.945235,0.8858,0.1556,False
wipo_out_6_2_5_score,ecosystem_outcome,110,55.28,34.238889,29.93278,23.781523,18.031277,0.0,3.539909,14.072596,50.888262,76.976227,100.0,36.815666,0.5299,-0.5967,False
wipo_out_6_2_score,ecosystem_outcome,141,70.85,27.305973,24.343589,13.555361,8.370499,0.974279,9.478393,18.193978,34.991131,51.392868,78.708675,16.797153,0.87,1.0596,False
wipo_out_6_3_1_score,ecosystem_outcome,141,70.85,13.758831,3.277356,22.932766,3.240991,0.0,0.0,0.723925,14.741434,69.405708,100.0,14.017509,2.1776,3.9703,True
wipo_out_6_3_2_score,ecosystem_outcome,130,65.33,50.566136,47.661475,21.680534,16.028303,0.0,18.265975,34.47511,66.854896,86.640449,100.0,32.379786,0.225,-0.5579,False
wipo_out_6_3_3_score,ecosystem_outcome,139,69.85,14.708809,5.052594,21.531362,4.645373,0.0,0.187461,1.081402,21.802366,57.080148,100.0,20.720964,2.2179,5.0544,True
wipo_out_6_3_4_score,ecosystem_outcome,141,70.85,19.493527,12.308173,21.578337,9.892152,0.0,1.140178,3.891208,27.098981,59.14166,100.0,23.207774,1.8836,3.8152,False
wipo_out_6_3_5_score,ecosystem_outcome,139,69.85,18.164529,10.703475,20.095667,8.438313,0.0,1.012767,4.00026,24.67432,56.1727,100.0,20.67406,1.7839,3.2532,False
wipo_out_6_3_score,ecosystem_outcome,141,70.85,22.644192,18.120833,15.799145,10.001002,0.502933,3.894682,10.152546,32.565414,51.856423,62.757332,22.412868,0.7373,-0.5671,False
wipo_out_6_score,ecosystem_outcome,141,70.85,23.131004,20.495274,13.785064,9.148042,5.45628,7.796023,11.892012,30.455139,52.650074,60.70452,18.563127,0.9702,0.2313,False
wipo_out_7_1_1_score,ecosystem_outcome,83,41.71,68.561976,76.098387,24.402206,9.875991,0.0,17.546978,63.274916,83.125829,95.984821,100.0,19.850913,-1.3849,1.3095,False
wipo_out_7_1_2_score,ecosystem_outcome,139,69.85,18.358887,14.323866,16.899805,8.211604,0.0,1.643958,7.287867,23.374829,48.040598,100.0,16.086962,2.1243,6.4305,True
wipo_out_7_1_3_score,ecosystem_outcome,124,62.31,17.378412,3.665267,25.959462,3.665267,0.0,0.0,0.0,27.099377,82.662234,100.0,27.099377,1.6371,1.709,False
wipo_out_7_1_4_score,ecosystem_outcome,135,67.84,24.846877,18.803967,23.049065,13.36198,0.0,0.644838,6.630779,37.002546,70.277313,100.0,30.371768,1.1968,0.9427,False
wipo_out_7_1_score,ecosystem_outcome,141,70.85,25.904151,23.885386,18.948241,14.9366,0.0,2.198028,9.241473,39.07024,58.030838,81.208703,29.828766,0.5508,-0.4826,False
wipo_out_7_2_1_score,ecosystem_outcome,124,62.31,17.464072,9.6602,23.028056,7.77369,0.0,0.158051,2.585789,21.076547,74.230195,100.0,18.490758,2.1598,4.3415,True
wipo_out_7_2_2_score,ecosystem_outcome,93,46.73,21.671674,12.439509,22.632937,10.144493,0.0,1.440699,5.177607,33.494012,72.021187,100.0,28.316404,1.7516,3.1743,False
wipo_out_7_2_3_score,ecosystem_outcome,65,32.66,24.437952,11.22774,25.000162,10.066704,0.0,1.170256,3.546395,45.141519,67.202047,100.0,41.595124,0.9562,-0.0454,False
wipo_out_7_2_4_score,ecosystem_outcome,139,69.85,16.116225,5.051169,25.367319,4.748245,0.0,0.11222,0.952668,18.993037,86.02078,100.0,18.040369,2.1795,4.01,True
wipo_out_7_2_5_score,ecosystem_outcome,131,65.83,16.282422,4.919,26.170221,4.648863,0.0,0.100802,1.172746,19.221362,95.134525,100.0,18.048616,2.1972,3.9382,True
wipo_out_7_2_score,ecosystem_outcome,141,70.85,16.688366,9.841134,15.727333,8.82962,0.040789,0.512154,3.530797,29.451805,47.048383,63.993785,25.921008,0.8281,-0.315,False
wipo_out_7_3_1_score,ecosystem_outcome,141,70.85,16.140181,3.493888,25.616332,3.263642,0.0,0.092995,0.826756,19.798734,78.476659,100.0,18.971978,1.9263,2.8186,False
wipo_out_7_3_2_score,ecosystem_outcome,141,70.85,20.098651,6.577245,26.420115,6.098727,0.0,0.231422,2.613333,28.636608,80.426532,100.0,26.023276,1.5193,1.2128,False
wipo_out_7_3_3_score,ecosystem_outcome,139,69.85,58.316339,64.350149,20.813668,9.210891,0.0,1.368369,51.113001,71.251058,80.832405,100.0,20.138057,-1.3745,1.6603,False
wipo_out_7_3_4_score,ecosystem_outcome,127,63.82,61.375024,65.10115,18.988713,9.305248,0.0,25.758181,55.158976,74.01994,82.743391,100.0,18.860964,-1.4287,2.3043,False
wipo_out_7_3_score,ecosystem_outcome,141,70.85,31.382763,24.446554,21.260931,9.473004,0.132988,0.754609,18.420722,40.51416,71.215199,91.518239,22.093438,0.9089,0.1545,False
wipo_out_7_score,ecosystem_outcome,141,70.85,24.969857,21.742258,16.08654,11.724748,0.97206,4.461596,10.89956,35.157135,55.59854,68.797898,24.257574,0.5604,-0.6249,False
wipo_out_score,ecosystem_outcome,141,70.85,24.050431,20.521018,14.49066,10.029426,3.242986,6.663312,11.885105,32.726806,52.620636,64.452732,20.841701,0.7561,-0.2899,False
wipo_patfam_score,ecosystem_outcome,127,63.82,14.001974,0.809086,27.41577,0.809086,0.0,0.0,0.13974,8.650767,94.827177,100.0,8.511027,2.2004,3.6669,True
wipo_patorig_score,ecosystem_outcome,131,65.83,16.765111,6.929591,25.652858,5.848202,0.0,0.167198,1.383872,16.109643,82.331431,100.0,14.725771,2.1782,3.8145,True
wipo_pctpatorig_score,ecosystem_outcome,117,58.79,15.439239,2.654175,27.266023,2.654175,0.0,0.0,0.424636,14.663051,88.469819,100.0,14.238415,2.0725,3.2124,True
wipo_pisa_score,socioeconomic_control,79,39.7,48.91795,52.495636,21.506009,16.243209,0.0,13.66889,32.677926,67.151836,76.118964,100.0,34.47391,-0.1521,-0.7605,False
wipo_polstab_score,institutional_control,132,66.33,68.885282,69.642859,13.768799,9.821428,0.0,50.0,60.267859,79.017857,89.285714,100.0,18.749999,-0.8542,3.4983,False
wipo_printmedia_score,tech_infrastructure_control,102,51.26,22.518893,18.701651,17.779124,8.012897,0.0,3.735521,11.515707,28.305598,49.003686,100.0,16.78989,2.0657,5.8452,True
wipo_pupteachr_score,tech_infrastructure_control,124,62.31,74.190485,80.623315,20.901939,10.841511,0.0,37.346102,65.917203,89.197204,96.028633,100.0,23.280001,-1.3619,1.7185,False
wipo_qsrank_score,tech_infrastructure_control,132,66.33,20.531313,8.833333,25.932665,8.833333,0.0,0.0,0.0,35.116667,77.738333,98.766667,35.116667,1.1778,0.4021,False
wipo_r_growppp20_score,tech_infrastructure_control,120,60.3,59.362908,59.02127,14.934406,8.5397,0.0,36.136681,50.346143,66.945979,84.712021,100.0,16.599837,-0.103,1.585,False
wipo_r_vencapdeal_score,tech_infrastructure_control,89,44.72,22.691353,8.736357,29.71541,7.506997,0.0,0.78691,2.569989,28.95076,100.0,100.0,26.38077,1.6198,1.4763,False
wipo_rdcompexp_score,tech_infrastructure_control,132,66.33,19.501322,0.0,31.191865,0.0,0.0,0.0,0.0,45.849729,85.221945,100.0,45.849729,1.1648,-0.2377,False
wipo_rdexp_score,socioeconomic_control,116,58.29,19.006752,11.843717,20.41341,8.980976,0.0,1.13061,4.776366,25.587598,64.35301,100.0,20.811232,1.7035,2.7921,False
wipo_regqua_score,institutional_control,132,66.33,50.03986,45.358036,23.359774,16.540005,0.0,18.456647,32.332836,69.830349,90.624778,100.0,37.497513,0.2696,-0.851,False
wipo_resppop_score,tech_infrastructure_control,108,54.27,23.781939,9.412115,27.072677,9.125948,0.0,0.183489,1.989128,44.886939,76.903279,100.0,42.89781,1.0478,-0.1098,False
wipo_restalbus_score,tech_infrastructure_control,87,43.72,37.739096,33.309746,28.653176,26.028081,0.0,0.407972,8.713827,61.462361,86.458991,100.0,52.748534,0.2658,-1.132,False
wipo_ruleol_score,institutional_control,132,66.33,50.424625,44.147771,24.527134,16.322432,0.0,18.843539,31.717863,67.345252,96.270179,100.0,35.627389,0.4663,-0.8169,False
wipo_schlifeexp_score,tech_infrastructure_control,119,59.8,55.546945,58.501809,21.256145,13.393398,0.0,18.336965,41.422602,69.82486,90.756421,100.0,28.402259,-0.2927,-0.373,False
wipo_scienggrad_score,socioeconomic_control,110,55.28,38.827026,37.209324,20.598048,12.102271,0.0,5.702167,25.753076,49.864331,72.767053,100.0,24.111254,0.509,0.4406,False
wipo_sp11_score,tech_infrastructure_control,132,66.33,59.994004,57.578289,17.473701,12.922681,0.0,36.981021,46.987894,74.363523,89.722835,100.0,27.37563,0.0539,-0.1444,False
wipo_sp12_score,tech_infrastructure_control,132,66.33,64.573804,64.604021,18.01016,12.35056,17.352893,34.033074,52.871767,77.589866,93.616145,99.054229,24.718098,-0.2309,-0.2844,False
wipo_sp13_score,tech_infrastructure_control,132,66.33,70.244678,71.27563,12.322167,9.21481,31.33212,51.250237,61.687292,79.771062,88.428914,93.08035,18.08377,-0.3337,-0.2653,False
wipo_sp21_score,tech_infrastructure_control,131,65.83,48.343602,50.696749,14.723764,9.521086,11.450474,24.644531,37.44504,58.862878,71.687264,82.521935,21.417838,-0.2115,-0.3922,False
wipo_sp22_score,tech_infrastructure_control,130,65.33,30.754568,33.086861,15.468665,10.69447,0.975117,5.791022,18.714561,42.831993,53.759822,63.443919,24.117432,-0.1683,-0.8485,False
wipo_sp23_score,tech_infrastructure_control,132,66.33,19.387888,7.362044,23.685225,6.994795,0.0,0.0,1.601572,33.728207,68.709154,89.7857,32.126635,1.2004,0.1862,False
wipo_sp31_score,tech_infrastructure_control,132,66.33,63.381372,66.585998,19.878375,14.528085,21.325005,29.355026,45.295532,79.505204,90.262114,94.791714,34.209672,-0.3893,-1.0031,False
wipo_sp32_score,tech_infrastructure_control,132,66.33,30.217219,28.614748,12.534183,7.347964,2.640523,12.50294,21.7448,37.96212,52.347273,67.329878,16.21732,0.5202,0.1618,False
wipo_sp33_score,tech_infrastructure_control,132,66.33,30.854777,28.014241,12.560032,8.747261,12.720935,15.203067,20.093442,41.305975,51.908759,60.441603,21.212533,0.5109,-0.8951,False
wipo_sp41_score,tech_infrastructure_control,132,66.33,41.395501,40.595438,15.911487,8.799464,0.327112,15.141989,32.453018,49.496887,68.814113,87.956719,17.043869,0.3839,0.9334,False
wipo_sp42_score,tech_infrastructure_control,132,66.33,34.362082,30.973329,16.935333,8.624903,3.971318,16.961923,23.215138,41.206239,74.200358,88.443162,17.991101,1.314,1.3887,False
wipo_sp43_score,tech_infrastructure_control,132,66.33,67.053243,68.680118,14.658174,9.877638,26.749566,39.547524,58.280456,78.414973,87.662191,96.926945,20.134517,-0.5524,-0.1259,False
wipo_sp51_score,tech_infrastructure_control,132,66.33,34.069547,30.761634,18.215104,12.759897,3.339196,8.872795,20.732472,44.683185,65.927851,78.08931,23.950713,0.5375,-0.4568,False
wipo_sp52_score,tech_infrastructure_control,132,66.33,25.802303,20.391714,15.283632,5.730437,1.234099,11.427219,16.523939,30.520687,58.51296,82.061374,13.996748,1.355,1.5106,False
wipo_sp53_score,tech_infrastructure_control,132,66.33,29.437761,26.509392,13.453143,9.108414,11.400624,13.251386,18.677983,37.216935,54.7431,70.702423,18.538952,0.8074,-0.0593,False
wipo_sp61_score,tech_infrastructure_control,132,66.33,21.196323,14.734975,19.622676,8.951246,0.384329,2.362564,6.2589,30.267303,65.503891,86.591084,24.008403,1.3219,1.0116,False
wipo_sp62_score,tech_infrastructure_control,132,66.33,29.123105,29.260724,12.217135,8.298601,1.78207,5.718544,20.903409,37.231828,49.766549,56.877458,16.328419,-0.0763,-0.3043,False
wipo_sp63_score,tech_infrastructure_control,132,66.33,21.872028,16.140565,17.053933,9.094689,0.307901,3.185694,8.728403,30.563227,55.165748,72.579194,21.834824,1.0521,0.319,False
wipo_sp71_score,tech_infrastructure_control,132,66.33,32.398719,30.393738,14.85212,10.93407,5.615891,12.021033,20.280798,43.57236,57.612742,74.0564,23.291562,0.5297,-0.3051,False
wipo_sp72_score,tech_infrastructure_control,132,66.33,17.443526,14.035261,13.775872,9.493733,0.039059,1.218695,6.116374,26.417304,42.920839,63.665201,20.30093,0.7757,-0.0596,False
wipo_sp73_score,tech_infrastructure_control,132,66.33,23.808305,17.071235,18.956173,9.550641,0.001615,4.07863,9.260259,32.166082,61.727468,72.489224,22.905823,1.0068,-0.1701,False
wipo_statclustdev_score,tech_infrastructure_control,127,63.82,48.707052,46.47456,11.312723,7.330946,25.863751,31.596587,42.048039,56.607087,68.847602,73.690796,14.559048,0.3298,-0.5139,False
wipo_tertenrol_score,socioeconomic_control,128,64.32,32.966889,33.598413,20.820596,16.679715,0.0,3.475063,14.641825,48.951182,63.517689,100.0,34.309357,0.2924,-0.537,False
wipo_tertmob_score,tech_infrastructure_control,111,55.78,17.878112,11.998349,20.626375,9.463642,0.0,0.533006,3.910308,23.853939,54.995914,100.0,19.943631,2.1739,5.3274,True
wipo_tradmkorig_score,tech_infrastructure_control,127,63.82,34.835846,29.52132,26.166986,18.743025,0.0,2.398298,13.762975,51.141712,83.023508,100.0,37.378737,0.7298,-0.3508,False
wipo_unirescoll_score,tech_infrastructure_control,127,63.82,45.086598,42.793318,13.56907,9.675666,16.977513,26.3729,35.857832,53.534508,69.991827,79.216417,17.676675,0.4654,-0.4155,False
wipo_utilmodorig_score,ecosystem_outcome,80,40.2,21.130127,9.1141,27.479711,8.723852,0.0,0.0,1.215279,29.977489,93.936802,100.0,28.76221,1.6207,1.7836,False
wipo_wikiedit_score,ecosystem_outcome,131,65.83,51.102827,49.320837,24.71085,22.537196,0.0,15.042993,29.058654,73.528504,87.171569,100.0,44.46985,-0.0161,-1.1816,False
